hr CLUSTALO MAFFT-GINSI dpa_align 50 87.3  3707
tim CLUSTALO MAFFT-GINSI dpa_align 50 88.0  3904
glob CLUSTALO MAFFT-GINSI dpa_align 50 50.6  3983
ace CLUSTALO MAFFT-GINSI dpa_align 50 62.3  3989
cys CLUSTALO MAFFT-GINSI dpa_align 50 55.2  4316
ghf1 CLUSTALO MAFFT-GINSI dpa_align 50 60.6  4358
sodfe CLUSTALO MAFFT-GINSI dpa_align 50 56.9  4455
peroxidase CLUSTALO MAFFT-GINSI dpa_align 50 61.3  4514
uce CLUSTALO MAFFT-GINSI dpa_align 50 50.0  4558
flav CLUSTALO MAFFT-GINSI dpa_align 50 40.6  4612
HMG_box CLUSTALO MAFFT-GINSI dpa_align 50 69.1  4779
OTCace CLUSTALO MAFFT-GINSI dpa_align 50 80.7  4795
msb CLUSTALO MAFFT-GINSI dpa_align 50 50.3  4884
icd CLUSTALO MAFFT-GINSI dpa_align 50 78.0  5678
proteasome CLUSTALO MAFFT-GINSI dpa_align 50 41.0  5732
cyclo CLUSTALO MAFFT-GINSI dpa_align 50 72.5  6288
LIM CLUSTALO MAFFT-GINSI dpa_align 50 86.6  6428
HLH CLUSTALO MAFFT-GINSI dpa_align 50 46.4  6781
ldh CLUSTALO MAFFT-GINSI dpa_align 50 54.3  7367
subt CLUSTALO MAFFT-GINSI dpa_align 50 18.4  7517
int CLUSTALO MAFFT-GINSI dpa_align 50 21.3  7572
lyase_1 CLUSTALO MAFFT-GINSI dpa_align 50 66.4  7632
gpdh CLUSTALO MAFFT-GINSI dpa_align 50 83.0  7691
egf CLUSTALO MAFFT-GINSI dpa_align 50 19.1  7774
blm CLUSTALO MAFFT-GINSI dpa_align 50 80.5  9105
gluts CLUSTALO MAFFT-GINSI dpa_align 50 67.4  10099
myb_DNA-binding CLUSTALO MAFFT-GINSI dpa_align 50 57.1  10398
tRNA-synt_2b CLUSTALO MAFFT-GINSI dpa_align 50 30.8  11293
biotin_lipoyl CLUSTALO MAFFT-GINSI dpa_align 50 71.8  11833
hom CLUSTALO MAFFT-GINSI dpa_align 50 58.0  12037
ghf13 CLUSTALO MAFFT-GINSI dpa_align 50 26.5  12607
aldosered CLUSTALO MAFFT-GINSI dpa_align 50 69.8  13277
hla CLUSTALO MAFFT-GINSI dpa_align 50 97.8  13465
Rhodanese CLUSTALO MAFFT-GINSI dpa_align 50 34.4  14049
PDZ CLUSTALO MAFFT-GINSI dpa_align 50 50.5  14950
blmb CLUSTALO MAFFT-GINSI dpa_align 50 16.7  17200
rhv CLUSTALO MAFFT-GINSI dpa_align 50 53.1  17976
p450 CLUSTALO MAFFT-GINSI dpa_align 50 26.7  21013
adh CLUSTALO MAFFT-GINSI dpa_align 50 97.1  21331
aat CLUSTALO MAFFT-GINSI dpa_align 50 44.6  25100
rrm CLUSTALO MAFFT-GINSI dpa_align 50 12.6  27610
Acetyltransf CLUSTALO MAFFT-GINSI dpa_align 50 25.9  46285
sdr CLUSTALO MAFFT-GINSI dpa_align 50 9.1  50157
zf-CCHH CLUSTALO MAFFT-GINSI dpa_align 50 34.3  88345
rvp CLUSTALO MAFFT-GINSI dpa_align 50 44.1  93681
seatoxin CLUSTALO MAFFT-GINSI dpa_align 100 46.9  93
hip CLUSTALO MAFFT-GINSI dpa_align 100 61.9  167
scorptoxin CLUSTALO MAFFT-GINSI dpa_align 100 72.6  363
cyt3 CLUSTALO MAFFT-GINSI dpa_align 100 45.8  385
rnasemam CLUSTALO MAFFT-GINSI dpa_align 100 70.1  498
bowman CLUSTALO MAFFT-GINSI dpa_align 100 77.1  499
toxin CLUSTALO MAFFT-GINSI dpa_align 100 51.9  508
ghf11 CLUSTALO MAFFT-GINSI dpa_align 100 70.3  521
TNF CLUSTALO MAFFT-GINSI dpa_align 100 61.1  556
sti CLUSTALO MAFFT-GINSI dpa_align 100 50.5  613
Stap_Strp_toxin CLUSTALO MAFFT-GINSI dpa_align 100 49.4  640
profilin CLUSTALO MAFFT-GINSI dpa_align 100 71.1  687
ricin CLUSTALO MAFFT-GINSI dpa_align 100 75.5  747
ghf22 CLUSTALO MAFFT-GINSI dpa_align 100 85.4  760
ChtBD CLUSTALO MAFFT-GINSI dpa_align 100 86.0  774
ins CLUSTALO MAFFT-GINSI dpa_align 100 72.5  793
trfl CLUSTALO MAFFT-GINSI dpa_align 100 3.0  837
slectin CLUSTALO MAFFT-GINSI dpa_align 100 83.9  932
phoslip CLUSTALO MAFFT-GINSI dpa_align 100 69.9  946
ltn CLUSTALO MAFFT-GINSI dpa_align 100 68.8  1068
il8 CLUSTALO MAFFT-GINSI dpa_align 100 59.7  1073
az CLUSTALO MAFFT-GINSI dpa_align 100 33.2  1086
kringle CLUSTALO MAFFT-GINSI dpa_align 100 79.8  1091
cryst CLUSTALO MAFFT-GINSI dpa_align 100 0.0  1160
DEATH CLUSTALO MAFFT-GINSI dpa_align 100 42.7  1183
cah CLUSTALO MAFFT-GINSI dpa_align 100 58.7  1379
mmp CLUSTALO MAFFT-GINSI dpa_align 100 80.5  1427
rub CLUSTALO MAFFT-GINSI dpa_align 100 85.2  1435
ghf10 CLUSTALO MAFFT-GINSI dpa_align 100 78.6  1502
tgfb CLUSTALO MAFFT-GINSI dpa_align 100 61.5  1606
sodcu CLUSTALO MAFFT-GINSI dpa_align 100 72.3  2038
KAS CLUSTALO MAFFT-GINSI dpa_align 100 65.5  2070
DMRL_synthase CLUSTALO MAFFT-GINSI dpa_align 100 69.2  2099
tms CLUSTALO MAFFT-GINSI dpa_align 100 83.5  2118
GEL CLUSTALO MAFFT-GINSI dpa_align 100 39.0  2195
kunitz CLUSTALO MAFFT-GINSI dpa_align 100 70.0  2266
Sulfotransfer CLUSTALO MAFFT-GINSI dpa_align 100 36.1  2489
mofe CLUSTALO MAFFT-GINSI dpa_align 100 74.2  2567
Ald_Xan_dh_2 CLUSTALO MAFFT-GINSI dpa_align 100 70.2  2589
ghf5 CLUSTALO MAFFT-GINSI dpa_align 100 10.0  2717
phc CLUSTALO MAFFT-GINSI dpa_align 100 83.8  2957
aadh CLUSTALO MAFFT-GINSI dpa_align 100 56.5  3127
annexin CLUSTALO MAFFT-GINSI dpa_align 100 53.8  3139
serpin CLUSTALO MAFFT-GINSI dpa_align 100 79.9  3144
cytb CLUSTALO MAFFT-GINSI dpa_align 100 57.6  3206
asp CLUSTALO MAFFT-GINSI dpa_align 100 43.0  3262
oxidored_q6 CLUSTALO MAFFT-GINSI dpa_align 100 44.4  3348
hpr CLUSTALO MAFFT-GINSI dpa_align 100 77.3  3349
hormone_rec CLUSTALO MAFFT-GINSI dpa_align 100 50.9  3509
hr CLUSTALO MAFFT-GINSI dpa_align 100 87.3  3707
tim CLUSTALO MAFFT-GINSI dpa_align 100 88.4  3904
glob CLUSTALO MAFFT-GINSI dpa_align 100 50.6  3983
ace CLUSTALO MAFFT-GINSI dpa_align 100 64.0  3989
cys CLUSTALO MAFFT-GINSI dpa_align 100 51.9  4316
ghf1 CLUSTALO MAFFT-GINSI dpa_align 100 68.6  4358
sodfe CLUSTALO MAFFT-GINSI dpa_align 100 62.2  4455
peroxidase CLUSTALO MAFFT-GINSI dpa_align 100 67.3  4514
uce CLUSTALO MAFFT-GINSI dpa_align 100 33.7  4558
flav CLUSTALO MAFFT-GINSI dpa_align 100 38.9  4612
HMG_box CLUSTALO MAFFT-GINSI dpa_align 100 76.5  4779
OTCace CLUSTALO MAFFT-GINSI dpa_align 100 83.1  4795
msb CLUSTALO MAFFT-GINSI dpa_align 100 51.7  4884
icd CLUSTALO MAFFT-GINSI dpa_align 100 78.5  5678
proteasome CLUSTALO MAFFT-GINSI dpa_align 100 45.5  5732
cyclo CLUSTALO MAFFT-GINSI dpa_align 100 74.6  6288
LIM CLUSTALO MAFFT-GINSI dpa_align 100 86.6  6428
HLH CLUSTALO MAFFT-GINSI dpa_align 100 51.2  6781
ldh CLUSTALO MAFFT-GINSI dpa_align 100 60.8  7367
subt CLUSTALO MAFFT-GINSI dpa_align 100 18.1  7517
int CLUSTALO MAFFT-GINSI dpa_align 100 43.1  7572
lyase_1 CLUSTALO MAFFT-GINSI dpa_align 100 55.7  7632
gpdh CLUSTALO MAFFT-GINSI dpa_align 100 83.5  7691
egf CLUSTALO MAFFT-GINSI dpa_align 100 23.5  7774
blm CLUSTALO MAFFT-GINSI dpa_align 100 77.9  9105
gluts CLUSTALO MAFFT-GINSI dpa_align 100 62.2  10099
myb_DNA-binding CLUSTALO MAFFT-GINSI dpa_align 100 53.6  10398
tRNA-synt_2b CLUSTALO MAFFT-GINSI dpa_align 100 30.2  11293
biotin_lipoyl CLUSTALO MAFFT-GINSI dpa_align 100 70.6  11833
hom CLUSTALO MAFFT-GINSI dpa_align 100 69.6  12037
ghf13 CLUSTALO MAFFT-GINSI dpa_align 100 14.3  12607
aldosered CLUSTALO MAFFT-GINSI dpa_align 100 71.7  13277
hla CLUSTALO MAFFT-GINSI dpa_align 100 99.4  13465
Rhodanese CLUSTALO MAFFT-GINSI dpa_align 100 34.9  14049
PDZ CLUSTALO MAFFT-GINSI dpa_align 100 49.5  14950
blmb CLUSTALO MAFFT-GINSI dpa_align 100 16.0  17200
rhv CLUSTALO MAFFT-GINSI dpa_align 100 52.9  17976
p450 CLUSTALO MAFFT-GINSI dpa_align 100 33.7  21013
adh CLUSTALO MAFFT-GINSI dpa_align 100 97.1  21331
aat CLUSTALO MAFFT-GINSI dpa_align 100 42.6  25100
rrm CLUSTALO MAFFT-GINSI dpa_align 100 18.9  27610
Acetyltransf CLUSTALO MAFFT-GINSI dpa_align 100 20.1  46285
sdr CLUSTALO MAFFT-GINSI dpa_align 100 13.6  50157
zf-CCHH CLUSTALO MAFFT-GINSI dpa_align 100 45.7  88345
rvp CLUSTALO MAFFT-GINSI dpa_align 100 49.5  93681
seatoxin CLUSTALO MAFFT-GINSI dpa_align 200 46.9  93
hip CLUSTALO MAFFT-GINSI dpa_align 200 67.9  167
scorptoxin CLUSTALO MAFFT-GINSI dpa_align 200 74.0  363
cyt3 CLUSTALO MAFFT-GINSI dpa_align 200 61.9  385
rnasemam CLUSTALO MAFFT-GINSI dpa_align 200 70.9  498
bowman CLUSTALO MAFFT-GINSI dpa_align 200 15.7  499
toxin CLUSTALO MAFFT-GINSI dpa_align 200 41.6  508
ghf11 CLUSTALO MAFFT-GINSI dpa_align 200 80.7  521
TNF CLUSTALO MAFFT-GINSI dpa_align 200 67.5  556
sti CLUSTALO MAFFT-GINSI dpa_align 200 54.3  613
Stap_Strp_toxin CLUSTALO MAFFT-GINSI dpa_align 200 46.5  640
profilin CLUSTALO MAFFT-GINSI dpa_align 200 71.1  687
ricin CLUSTALO MAFFT-GINSI dpa_align 200 76.9  747
ghf22 CLUSTALO MAFFT-GINSI dpa_align 200 85.4  760
ChtBD CLUSTALO MAFFT-GINSI dpa_align 200 90.7  774
ins CLUSTALO MAFFT-GINSI dpa_align 200 71.0  793
trfl CLUSTALO MAFFT-GINSI dpa_align 200 5.6  837
slectin CLUSTALO MAFFT-GINSI dpa_align 200 72.3  932
phoslip CLUSTALO MAFFT-GINSI dpa_align 200 69.9  946
ltn CLUSTALO MAFFT-GINSI dpa_align 200 68.8  1068
il8 CLUSTALO MAFFT-GINSI dpa_align 200 62.3  1073
az CLUSTALO MAFFT-GINSI dpa_align 200 35.3  1086
kringle CLUSTALO MAFFT-GINSI dpa_align 200 74.2  1091
cryst CLUSTALO MAFFT-GINSI dpa_align 200 0.0  1160
DEATH CLUSTALO MAFFT-GINSI dpa_align 200 37.1  1183
cah CLUSTALO MAFFT-GINSI dpa_align 200 62.0  1379
mmp CLUSTALO MAFFT-GINSI dpa_align 200 84.0  1427
rub CLUSTALO MAFFT-GINSI dpa_align 200 87.0  1435
ghf10 CLUSTALO MAFFT-GINSI dpa_align 200 81.4  1502
tgfb CLUSTALO MAFFT-GINSI dpa_align 200 59.0  1606
sodcu CLUSTALO MAFFT-GINSI dpa_align 200 77.7  2038
KAS CLUSTALO MAFFT-GINSI dpa_align 200 63.0  2070
DMRL_synthase CLUSTALO MAFFT-GINSI dpa_align 200 69.8  2099
tms CLUSTALO MAFFT-GINSI dpa_align 200 81.8  2118
GEL CLUSTALO MAFFT-GINSI dpa_align 200 39.7  2195
kunitz CLUSTALO MAFFT-GINSI dpa_align 200 56.7  2266
Sulfotransfer CLUSTALO MAFFT-GINSI dpa_align 200 48.0  2489
mofe CLUSTALO MAFFT-GINSI dpa_align 200 70.0  2567
Ald_Xan_dh_2 CLUSTALO MAFFT-GINSI dpa_align 200 69.5  2589
ghf5 CLUSTALO MAFFT-GINSI dpa_align 200 19.3  2717
phc CLUSTALO MAFFT-GINSI dpa_align 200 89.4  2957
aadh CLUSTALO MAFFT-GINSI dpa_align 200 51.5  3127
annexin CLUSTALO MAFFT-GINSI dpa_align 200 53.8  3139
serpin CLUSTALO MAFFT-GINSI dpa_align 200 76.1  3144
cytb CLUSTALO MAFFT-GINSI dpa_align 200 51.1  3206
asp CLUSTALO MAFFT-GINSI dpa_align 200 38.0  3262
oxidored_q6 CLUSTALO MAFFT-GINSI dpa_align 200 91.4  3348
hpr CLUSTALO MAFFT-GINSI dpa_align 200 79.5  3349
hormone_rec CLUSTALO MAFFT-GINSI dpa_align 200 49.1  3509
hr CLUSTALO MAFFT-GINSI dpa_align 200 94.9  3707
tim CLUSTALO MAFFT-GINSI dpa_align 200 86.9  3904
glob CLUSTALO MAFFT-GINSI dpa_align 200 50.6  3983
ace CLUSTALO MAFFT-GINSI dpa_align 200 62.5  3989
cys CLUSTALO MAFFT-GINSI dpa_align 200 59.0  4316
ghf1 CLUSTALO MAFFT-GINSI dpa_align 200 66.8  4358
sodfe CLUSTALO MAFFT-GINSI dpa_align 200 62.7  4455
peroxidase CLUSTALO MAFFT-GINSI dpa_align 200 62.2  4514
uce CLUSTALO MAFFT-GINSI dpa_align 200 39.8  4558
flav CLUSTALO MAFFT-GINSI dpa_align 200 56.0  4612
HMG_box CLUSTALO MAFFT-GINSI dpa_align 200 85.2  4779
OTCace CLUSTALO MAFFT-GINSI dpa_align 200 80.4  4795
msb CLUSTALO MAFFT-GINSI dpa_align 200 51.7  4884
icd CLUSTALO MAFFT-GINSI dpa_align 200 80.7  5678
proteasome CLUSTALO MAFFT-GINSI dpa_align 200 41.0  5732
cyclo CLUSTALO MAFFT-GINSI dpa_align 200 74.6  6288
LIM CLUSTALO MAFFT-GINSI dpa_align 200 86.6  6428
HLH CLUSTALO MAFFT-GINSI dpa_align 200 46.4  6781
ldh CLUSTALO MAFFT-GINSI dpa_align 200 30.5  7367
subt CLUSTALO MAFFT-GINSI dpa_align 200 29.3  7517
int CLUSTALO MAFFT-GINSI dpa_align 200 44.6  7572
lyase_1 CLUSTALO MAFFT-GINSI dpa_align 200 57.3  7632
gpdh CLUSTALO MAFFT-GINSI dpa_align 200 84.4  7691
egf CLUSTALO MAFFT-GINSI dpa_align 200 20.6  7774
blm CLUSTALO MAFFT-GINSI dpa_align 200 80.5  9105
gluts CLUSTALO MAFFT-GINSI dpa_align 200 66.1  10099
myb_DNA-binding CLUSTALO MAFFT-GINSI dpa_align 200 57.1  10398
tRNA-synt_2b CLUSTALO MAFFT-GINSI dpa_align 200 33.1  11293
biotin_lipoyl CLUSTALO MAFFT-GINSI dpa_align 200 72.9  11833
hom CLUSTALO MAFFT-GINSI dpa_align 200 71.0  12037
ghf13 CLUSTALO MAFFT-GINSI dpa_align 200 26.3  12607
aldosered CLUSTALO MAFFT-GINSI dpa_align 200 70.5  13277
hla CLUSTALO MAFFT-GINSI dpa_align 200 99.4  13465
Rhodanese CLUSTALO MAFFT-GINSI dpa_align 200 38.0  14049
PDZ CLUSTALO MAFFT-GINSI dpa_align 200 48.5  14950
blmb CLUSTALO MAFFT-GINSI dpa_align 200 14.9  17200
rhv CLUSTALO MAFFT-GINSI dpa_align 200 4.4  17976
p450 CLUSTALO MAFFT-GINSI dpa_align 200 27.7  21013
adh CLUSTALO MAFFT-GINSI dpa_align 200 96.0  21331
aat CLUSTALO MAFFT-GINSI dpa_align 200 37.9  25100
rrm CLUSTALO MAFFT-GINSI dpa_align 200 18.9  27610
Acetyltransf CLUSTALO MAFFT-GINSI dpa_align 200 19.0  46285
sdr CLUSTALO MAFFT-GINSI dpa_align 200 19.2  50157
zf-CCHH CLUSTALO MAFFT-GINSI dpa_align 200 60.0  88345
rvp CLUSTALO MAFFT-GINSI dpa_align 200 51.4  93681
seatoxin CLUSTALO MAFFT-GINSI dpa_align 500 46.9  93
hip CLUSTALO MAFFT-GINSI dpa_align 500 67.9  167
scorptoxin CLUSTALO MAFFT-GINSI dpa_align 500 69.9  363
cyt3 CLUSTALO MAFFT-GINSI dpa_align 500 64.4  385
rnasemam CLUSTALO MAFFT-GINSI dpa_align 500 72.4  498
bowman CLUSTALO MAFFT-GINSI dpa_align 500 34.3  499
toxin CLUSTALO MAFFT-GINSI dpa_align 500 53.2  508
ghf11 CLUSTALO MAFFT-GINSI dpa_align 500 81.8  521
TNF CLUSTALO MAFFT-GINSI dpa_align 500 66.9  556
sti CLUSTALO MAFFT-GINSI dpa_align 500 58.2  613
Stap_Strp_toxin CLUSTALO MAFFT-GINSI dpa_align 500 44.4  640
profilin CLUSTALO MAFFT-GINSI dpa_align 500 74.2  687
ricin CLUSTALO MAFFT-GINSI dpa_align 500 68.5  747
ghf22 CLUSTALO MAFFT-GINSI dpa_align 500 83.1  760
ChtBD CLUSTALO MAFFT-GINSI dpa_align 500 86.0  774
ins CLUSTALO MAFFT-GINSI dpa_align 500 82.6  793
trfl CLUSTALO MAFFT-GINSI dpa_align 500 4.1  837
slectin CLUSTALO MAFFT-GINSI dpa_align 500 83.2  932
phoslip CLUSTALO MAFFT-GINSI dpa_align 500 72.1  946
ltn CLUSTALO MAFFT-GINSI dpa_align 500 72.3  1068
il8 CLUSTALO MAFFT-GINSI dpa_align 500 62.3  1073
az CLUSTALO MAFFT-GINSI dpa_align 500 39.1  1086
kringle CLUSTALO MAFFT-GINSI dpa_align 500 78.7  1091
cryst CLUSTALO MAFFT-GINSI dpa_align 500 34.8  1160
DEATH CLUSTALO MAFFT-GINSI dpa_align 500 44.4  1183
cah CLUSTALO MAFFT-GINSI dpa_align 500 69.0  1379
mmp CLUSTALO MAFFT-GINSI dpa_align 500 89.9  1427
rub CLUSTALO MAFFT-GINSI dpa_align 500 96.3  1435
ghf10 CLUSTALO MAFFT-GINSI dpa_align 500 82.4  1502
tgfb CLUSTALO MAFFT-GINSI dpa_align 500 71.8  1606
sodcu CLUSTALO MAFFT-GINSI dpa_align 500 80.7  2038
KAS CLUSTALO MAFFT-GINSI dpa_align 500 68.5  2070
DMRL_synthase CLUSTALO MAFFT-GINSI dpa_align 500 72.8  2099
tms CLUSTALO MAFFT-GINSI dpa_align 500 83.9  2118
GEL CLUSTALO MAFFT-GINSI dpa_align 500 36.3  2195
kunitz CLUSTALO MAFFT-GINSI dpa_align 500 65.0  2266
Sulfotransfer CLUSTALO MAFFT-GINSI dpa_align 500 40.2  2489
mofe CLUSTALO MAFFT-GINSI dpa_align 500 70.6  2567
Ald_Xan_dh_2 CLUSTALO MAFFT-GINSI dpa_align 500 68.9  2589
ghf5 CLUSTALO MAFFT-GINSI dpa_align 500 28.8  2717
phc CLUSTALO MAFFT-GINSI dpa_align 500 91.6  2957
aadh CLUSTALO MAFFT-GINSI dpa_align 500 51.5  3127
annexin CLUSTALO MAFFT-GINSI dpa_align 500 52.5  3139
serpin CLUSTALO MAFFT-GINSI dpa_align 500 79.4  3144
cytb CLUSTALO MAFFT-GINSI dpa_align 500 53.3  3206
asp CLUSTALO MAFFT-GINSI dpa_align 500 41.4  3262
oxidored_q6 CLUSTALO MAFFT-GINSI dpa_align 500 92.5  3348
hpr CLUSTALO MAFFT-GINSI dpa_align 500 90.9  3349
hormone_rec CLUSTALO MAFFT-GINSI dpa_align 500 48.0  3509
hr CLUSTALO MAFFT-GINSI dpa_align 500 96.2  3707
tim CLUSTALO MAFFT-GINSI dpa_align 500 86.1  3904
glob CLUSTALO MAFFT-GINSI dpa_align 500 48.2  3983
ace CLUSTALO MAFFT-GINSI dpa_align 500 67.0  3989
cys CLUSTALO MAFFT-GINSI dpa_align 500 64.2  4316
ghf1 CLUSTALO MAFFT-GINSI dpa_align 500 64.8  4358
sodfe CLUSTALO MAFFT-GINSI dpa_align 500 25.4  4455
peroxidase CLUSTALO MAFFT-GINSI dpa_align 500 69.6  4514
uce CLUSTALO MAFFT-GINSI dpa_align 500 54.8  4558
flav CLUSTALO MAFFT-GINSI dpa_align 500 62.3  4612
HMG_box CLUSTALO MAFFT-GINSI dpa_align 500 79.0  4779
OTCace CLUSTALO MAFFT-GINSI dpa_align 500 81.6  4795
msb CLUSTALO MAFFT-GINSI dpa_align 500 55.2  4884
icd CLUSTALO MAFFT-GINSI dpa_align 500 79.9  5678
proteasome CLUSTALO MAFFT-GINSI dpa_align 500 42.1  5732
cyclo CLUSTALO MAFFT-GINSI dpa_align 500 73.5  6288
LIM CLUSTALO MAFFT-GINSI dpa_align 500 86.6  6428
HLH CLUSTALO MAFFT-GINSI dpa_align 500 51.2  6781
ldh CLUSTALO MAFFT-GINSI dpa_align 500 63.0  7367
subt CLUSTALO MAFFT-GINSI dpa_align 500 35.7  7517
int CLUSTALO MAFFT-GINSI dpa_align 500 61.4  7572
lyase_1 CLUSTALO MAFFT-GINSI dpa_align 500 54.7  7632
gpdh CLUSTALO MAFFT-GINSI dpa_align 500 84.1  7691
egf CLUSTALO MAFFT-GINSI dpa_align 500 30.9  7774
blm CLUSTALO MAFFT-GINSI dpa_align 500 88.4  9105
gluts CLUSTALO MAFFT-GINSI dpa_align 500 61.8  10099
myb_DNA-binding CLUSTALO MAFFT-GINSI dpa_align 500 64.3  10398
tRNA-synt_2b CLUSTALO MAFFT-GINSI dpa_align 500 29.9  11293
biotin_lipoyl CLUSTALO MAFFT-GINSI dpa_align 500 70.6  11833
hom CLUSTALO MAFFT-GINSI dpa_align 500 71.0  12037
ghf13 CLUSTALO MAFFT-GINSI dpa_align 500 29.7  12607
aldosered CLUSTALO MAFFT-GINSI dpa_align 500 72.6  13277
hla CLUSTALO MAFFT-GINSI dpa_align 500 99.4  13465
Rhodanese CLUSTALO MAFFT-GINSI dpa_align 500 43.8  14049
PDZ CLUSTALO MAFFT-GINSI dpa_align 500 55.6  14950
blmb CLUSTALO MAFFT-GINSI dpa_align 500 22.5  17200
rhv CLUSTALO MAFFT-GINSI dpa_align 500 7.9  17976
p450 CLUSTALO MAFFT-GINSI dpa_align 500 35.1  21013
adh CLUSTALO MAFFT-GINSI dpa_align 500 95.5  21331
aat CLUSTALO MAFFT-GINSI dpa_align 500 48.1  25100
rrm CLUSTALO MAFFT-GINSI dpa_align 500 20.7  27610
Acetyltransf CLUSTALO MAFFT-GINSI dpa_align 500 23.3  46285
sdr CLUSTALO MAFFT-GINSI dpa_align 500 17.7  50157
zf-CCHH CLUSTALO MAFFT-GINSI dpa_align 500 51.4  88345
rvp CLUSTALO MAFFT-GINSI dpa_align 500 52.3  93681
seatoxin CLUSTALO MAFFT-GINSI dpa_align 1000 46.9  93
hip CLUSTALO MAFFT-GINSI dpa_align 1000 67.9  167
scorptoxin CLUSTALO MAFFT-GINSI dpa_align 1000 69.9  363
cyt3 CLUSTALO MAFFT-GINSI dpa_align 1000 64.4  385
rnasemam CLUSTALO MAFFT-GINSI dpa_align 1000 72.4  498
bowman CLUSTALO MAFFT-GINSI dpa_align 1000 34.3  499
toxin CLUSTALO MAFFT-GINSI dpa_align 1000 53.2  508
ghf11 CLUSTALO MAFFT-GINSI dpa_align 1000 83.9  521
TNF CLUSTALO MAFFT-GINSI dpa_align 1000 68.2  556
sti CLUSTALO MAFFT-GINSI dpa_align 1000 58.2  613
Stap_Strp_toxin CLUSTALO MAFFT-GINSI dpa_align 1000 44.4  640
profilin CLUSTALO MAFFT-GINSI dpa_align 1000 77.3  687
ricin CLUSTALO MAFFT-GINSI dpa_align 1000 69.2  747
ghf22 CLUSTALO MAFFT-GINSI dpa_align 1000 85.4  760
ChtBD CLUSTALO MAFFT-GINSI dpa_align 1000 88.4  774
ins CLUSTALO MAFFT-GINSI dpa_align 1000 75.4  793
